1.mp4	41.1789	22.2583	35.3795	33.6673	31.8689	29.6429
10.mp4	55.0675	52.9346	55.3329	62.7783	54.6529	55.1827
100.mp4	46.7101	48.3081	47.1076	56.4434	49.8148	51.0555
1002.mp4	64.9771	60.3562	62.2837	62.7423	56.7065	62.1739
1003.mp4	39.1889	31.8318	32.3311	35.1257	49.0406	35.2749
1004.mp4	55.7906	55.9602	56.1571	53.2847	61.7332	56.8141
1005.mp4	47.3061	50.0907	50.2488	46.2903	35.0837	42.1072
1007.mp4	53.8667	47.7471	50.8833	53.2626	57.3399	51.9331
1008.mp4	24.0869	31.0159	31.5686	31.4317	31.2621	28.058
1010.mp4	50.9492	53.0482	51.0419	51.0846	53.1802	57.0366
1011.mp4	44.9338	45.368	49.3941	42.0656	44.2504	47.2931
1012.mp4	47.5749	55.164	60.2893	57.1191	54.5452	55.4756
1014.mp4	48.0716	49.2695	54.2358	56.67	55.4851	50.1757
1015.mp4	74.6598	64.6299	69.9241	73.515	68.0098	76.2235
1016.mp4	35.0874	56.1747	45.6052	42.5322	57.2046	49.9274
1018.mp4	57.6647	57.0597	58.3658	51.0889	56.0798	55.0503
102.mp4	66.6892	60.926	62.7711	68.2512	62.7699	68.2079
1020.mp4	66.1638	58.8405	60.3127	67.3984	62.8095	66.0183
1022.mp4	44.5705	60.0583	48.8458	41.3286	45.1146	47.0404
1023.mp4	63.3842	59.1341	65.0056	66.8346	66.7105	68.563
1025.mp4	60.3453	66.3608	68.4367	67.0112	66.1102	68.4937
1026.mp4	42.7549	48.9058	35.3426	33.3133	33.1311	38.6423
1027.mp4	55.032	56.2992	59.2742	56.2758	40.0943	50.5381
1028.mp4	49.779	47.9272	49.0011	44.3064	45.3335	47.2023
1029.mp4	56.2469	58.7484	56.4583	65.4472	56.7956	61.1547
103.mp4	48.2751	49.583	43.5449	40.8924	42.1713	45.7891
1030.mp4	43.3633	42.6403	33.0584	33.665	41.0814	33.1152
1031.mp4	59.3982	59.9756	59.9439	58.5518	64.6003	63.9713
1032.mp4	66.7699	62.3661	63.5202	66.3737	64.5857	65.2223
1033.mp4	54.7873	54.8429	59.4461	55.029	47.86	54.5725
1034.mp4	71.6728	67.7996	67.0512	73.5091	65.764	73.0889
1035.mp4	53.98	54.102	54.8352	48.1515	48.85	48.4894
1036.mp4	62.8223	60.4095	64.9774	65.3867	63.8594	64.9412
1038.mp4	61.1477	56.785	61.5426	60.2752	60.7032	63.7485
104.mp4	59.5143	58.7898	58.5499	62.3067	58.2144	59.0264
1040.mp4	59.6903	55.7126	55.2602	58.7401	54.5574	57.7533
1042.mp4	69.0403	61.3105	61.8284	64.8162	69.3082	68.5585
1044.mp4	36.3879	32.6333	36.0303	30.2265	31.3567	27.4106
1045.mp4	57.2	55.7335	61.3229	59.5554	60.5834	61.4735
1047.mp4	67.4605	64.3917	66.8894	72.8328	67.472	73.8973
1048.mp4	57.8527	55.8035	57.7501	56.6643	50.4819	56.8457
1049.mp4	60.2736	57.2124	56.683	61.8374	53.4296	57.8269
105.mp4	68.9358	67.8124	69.2408	68.8673	66.4444	72.5853
1051.mp4	30.6408	44.7876	43.247	46.2217	40.0379	38.9766
1052.mp4	54.6656	52.7776	49.8643	42.5391	52.1269	50.8205
1053.mp4	53.4245	50.9351	53.6502	56.239	52.2177	60.1979
1057.mp4	42.2578	46.599	56.3459	51.8526	47.9171	47.5319
1059.mp4	50.7379	51.1298	47.663	45.5338	46.6377	48.2736
106.mp4	48.1718	58.3846	59.7344	66.4913	69.7354	61.1674
1060.mp4	44.9776	36.9785	35.883	36.8499	47.5354	35.4399
1061.mp4	54.0765	52.2528	50.252	46.2793	53.3697	51.7956
1062.mp4	36.1668	49.9341	44.3553	47.9202	43.8798	44.7415
1063.mp4	33.6528	47.0547	33.7013	46.8296	47.1673	41.8268
1064.mp4	60.1119	55.2112	53.7216	59.9856	57.9636	55.4304
1065.mp4	48.8014	40.1192	44.54	49.8807	49.1454	45.8139
1066.mp4	65.289	59.0992	65.7369	68.6314	49.9996	64.4932
1068.mp4	49.25	55.8497	46.6357	50.21	54.6929	48.0184
1069.mp4	29.9894	17.7699	23.754	21.717	19.0134	15.8935
1070.mp4	48.5499	48.482	49.4817	49.3177	53.5669	44.6327
1071.mp4	56.1562	55.6132	61.2872	58.9687	51.1545	57.2689
1072.mp4	55.2028	56.7139	60.033	59.6604	52.4227	55.8332
1074.mp4	59.951	56.138	52.2278	53.9313	50.6979	56.7991
1075.mp4	51.5492	54.8486	54.9066	52.7834	52.7442	52.5086
1076.mp4	45.9289	54.1333	49.5938	48.0176	43.3313	48.0691
1077.mp4	61.3327	57.2773	59.4764	58.477	54.4455	56.3564
1078.mp4	41.5382	24.0505	24.2706	28.497	25.8621	24.3996
1079.mp4	44.8365	52.5659	41.6405	49.0361	52.0185	50.2887
108.mp4	51.4081	48.745	48.5021	50.3554	54.5061	51.3621
1080.mp4	48.3229	49.5997	44.5374	44.3601	47.8627	47.1751
1081.mp4	43.4105	37.9915	41.8109	42.5098	48.1947	44.8638
